counterparty_id,amendment_count_24m,obligation_count,schedule_count,contract_start_date,contract_end_date
VEN-02529,4,27,3,01/12/2019,02/03/2026
VEN-02530,2,25,3,31/12/2022,02/05/2027
VEN-02531,2,28,4,31/08/2022,01/08/2029
VEN-02532,3,25,5,02/07/2018,31/10/2029
VEN-02533,2,32,8,01/03/2016,01/08/2027
VEN-02534,0,29,6,01/04/2020,02/03/2027
VEN-02535,1,19,3,31/08/2022,01/06/2029
VEN-02536,5,27,1,01/05/2025,31/08/2025
VEN-02537,0,23,4,01/08/2016,01/08/2027
VEN-02538,2,31,5,30/09/2016,02/05/2026
VEN-02539,5,23,5,01/12/2023,02/03/2029
VEN-02540,2,26,6,30/01/2018,02/03/2029
VEN-02541,0,25,4,02/03/2019,02/03/2030
VEN-02542,2,26,6,31/08/2016,31/10/2030
VEN-02543,0,25,4,30/11/2020,02/07/2026
VEN-02544,2,27,2,02/07/2023,01/08/2026
VEN-02545,2,29,4,02/07/2022,01/09/2027
VEN-02546,0,23,7,01/06/2018,01/04/2028
VEN-02547,2,24,6,01/12/2023,01/07/2029
VEN-02548,1,20,3,01/08/2019,01/09/2026
VEN-02549,3,40,6,31/08/2017,01/07/2028
VEN-02550,2,29,2,30/09/2024,01/08/2030
VEN-02551,4,32,6,31/08/2020,31/08/2025
VEN-02552,3,20,7,02/05/2023,02/07/2030
VEN-02553,0,23,7,31/12/2020,02/05/2026
VEN-02554,2,32,1,01/01/2024,02/07/2027
VEN-02555,2,27,2,01/10/2022,02/03/2026
VEN-02556,2,19,4,01/06/2024,01/07/2025
VEN-02557,2,30,5,31/12/2021,01/12/2026
VEN-02558,2,26,4,02/07/2019,30/09/2028
VEN-02559,5,28,2,01/12/2022,01/06/2027
VEN-02560,1,29,9,01/05/2017,30/11/2028
VEN-02561,1,32,4,01/12/2019,01/07/2029
VEN-02562,0,19,6,31/01/2016,31/10/2028
VEN-02563,1,28,5,02/03/2019,02/03/2029
VEN-02564,4,22,1,01/11/2023,31/12/2026
VEN-02565,1,34,2,01/04/2020,01/12/2029
VEN-02566,2,33,4,02/04/2019,01/06/2025
VEN-02567,2,24,2,01/04/2021,02/03/2030
VEN-02568,0,19,7,02/03/2025,01/07/2025
VEN-02569,0,27,3,01/03/2024,30/11/2028
VEN-02570,2,30,8,01/08/2023,01/10/2029
VEN-02571,1,31,4,31/10/2021,02/07/2030
VEN-02572,3,32,3,01/07/2017,01/05/2028
VEN-02573,1,27,3,31/08/2025,01/12/2029
VEN-02574,1,27,5,01/08/2016,31/10/2026
VEN-02575,0,26,2,31/08/2020,31/12/2026
VEN-02576,3,29,4,01/04/2016,01/08/2030
VEN-02577,0,28,7,02/03/2019,01/06/2028
VEN-02578,4,25,4,02/05/2021,01/06/2030
VEN-02579,1,29,3,31/10/2024,01/04/2028
VEN-02580,0,25,3,01/08/2018,31/12/2029
VEN-02581,0,32,3,01/11/2019,02/05/2026
VEN-02582,3,29,2,01/04/2022,31/10/2028
VEN-02583,0,28,2,31/10/2017,02/07/2026
VEN-02584,2,30,2,01/12/2018,31/10/2028
VEN-02585,3,29,3,31/01/2023,02/03/2027
VEN-02586,3,35,6,01/06/2024,01/05/2028
VEN-02587,0,34,6,02/05/2019,02/07/2030
VEN-02588,3,23,2,30/09/2024,02/05/2026
VEN-02589,2,25,3,31/08/2020,01/07/2029
VEN-02590,0,32,7,31/01/2016,01/07/2029
VEN-02591,1,28,4,02/07/2018,31/01/2027
VEN-02592,1,35,2,31/10/2022,01/04/2028
VEN-02593,0,23,2,01/05/2016,02/07/2030
VEN-02594,2,21,8,31/12/2016,01/06/2028
VEN-02595,0,27,3,30/01/2021,30/01/2026
VEN-02596,4,33,5,01/10/2025,01/04/2029
VEN-02597,2,26,3,30/01/2017,01/12/2025
VEN-02598,3,32,6,31/08/2017,01/06/2027
VEN-02599,5,37,4,01/03/2016,30/01/2030
VEN-02600,1,22,5,01/08/2016,02/05/2029
VEN-02601,2,30,3,31/12/2020,02/03/2029
VEN-02602,0,24,4,31/10/2025,01/10/2026
VEN-02603,2,24,4,31/12/2021,01/06/2025
VEN-02604,1,24,2,30/01/2022,01/04/2030
VEN-02605,1,33,5,01/12/2022,01/09/2026
VEN-02606,3,31,1,01/12/2017,31/12/2030
VEN-02607,5,24,3,31/10/2017,31/01/2027
VEN-02608,2,36,5,01/12/2025,31/08/2028
VEN-02609,1,21,3,31/10/2016,02/05/2029
VEN-02610,2,29,7,01/12/2022,02/07/2027
VEN-02611,3,26,6,01/03/2024,31/10/2029
VEN-02612,1,27,5,01/06/2023,01/12/2026
VEN-02613,2,31,5,01/05/2025,01/11/2027
VEN-02614,1,26,3,01/08/2024,01/06/2030
VEN-02615,3,23,7,31/12/2022,31/01/2027
VEN-02616,4,20,6,30/01/2025,02/03/2027
VEN-02617,3,29,4,01/04/2024,31/10/2025
VEN-02618,1,26,1,02/07/2023,31/12/2029
VEN-02619,2,26,6,01/04/2018,31/08/2025
VEN-02620,1,36,4,01/01/2024,01/09/2027
VEN-02621,1,32,7,30/09/2016,01/12/2026
VEN-02622,1,28,8,01/04/2016,02/05/2030
VEN-02623,1,34,4,01/08/2022,31/12/2027
VEN-02624,1,32,4,01/10/2025,01/10/2027
VEN-02625,3,29,4,31/01/2023,01/05/2028
VEN-02626,1,28,3,31/08/2024,01/08/2028
VEN-02627,1,33,3,31/08/2025,01/08/2026
VEN-02628,2,20,3,01/12/2017,31/12/2025
VEN-02629,2,19,4,31/10/2024,02/05/2026
VEN-02630,0,25,9,02/05/2018,01/12/2030
VEN-02631,0,34,4,02/04/2019,01/08/2025
VEN-02632,1,32,5,01/04/2021,01/07/2028
VEN-02633,2,26,4,01/10/2022,01/08/2029
VEN-02634,1,33,5,30/01/2022,31/10/2028
VEN-02635,1,22,1,31/10/2022,31/12/2029
VEN-02636,4,30,2,02/07/2022,31/12/2025
VEN-02637,4,18,5,02/04/2023,02/07/2027
VEN-02638,3,28,6,01/04/2016,01/04/2029
VEN-02639,1,28,2,30/09/2016,01/08/2025
VEN-02640,3,28,4,01/04/2017,01/10/2027
VEN-02641,1,22,5,01/08/2017,31/10/2029
VEN-02642,3,23,3,02/05/2023,01/10/2027
VEN-02643,1,23,2,01/04/2017,31/10/2029
VEN-02644,0,22,5,02/05/2021,31/12/2027
VEN-02645,1,30,4,01/05/2024,01/12/2025
VEN-02646,4,22,4,02/07/2018,01/05/2028
VEN-02647,2,26,4,01/05/2016,01/09/2027
VEN-02648,3,27,4,01/10/2017,01/12/2029
VEN-02649,1,35,1,01/10/2025,30/01/2030
VEN-02650,5,36,7,30/09/2024,02/04/2027
VEN-02651,3,24,6,31/08/2024,02/07/2030
VEN-02652,4,29,3,01/06/2016,02/05/2030
VEN-02653,3,24,2,31/08/2020,31/01/2028
VEN-02654,2,30,3,01/10/2017,01/12/2025
VEN-02655,1,32,3,01/08/2024,01/06/2029
VEN-02656,2,26,2,30/11/2020,01/05/2028
VEN-02657,2,20,2,01/04/2022,30/01/2029
VEN-02658,1,31,3,30/11/2020,02/03/2029
VEN-02659,2,22,3,02/04/2019,31/08/2029
VEN-02660,2,30,3,30/11/2020,31/10/2030
VEN-02661,2,21,5,01/04/2025,02/03/2027
VEN-02662,1,21,5,31/10/2017,01/08/2027
VEN-02663,0,15,3,30/11/2016,02/05/2026
VEN-02664,3,25,5,01/07/2020,02/03/2029
VEN-02665,3,22,1,01/03/2024,02/05/2029
VEN-02666,2,14,4,31/10/2017,31/10/2029
VEN-02667,4,29,7,31/12/2019,02/03/2026
VEN-02668,2,30,2,01/05/2017,30/01/2030
VEN-02669,4,32,4,01/11/2019,30/09/2028
VEN-02670,2,32,5,01/12/2018,01/08/2030
VEN-02671,2,20,9,30/01/2018,01/05/2025
VEN-02672,0,31,3,01/07/2025,02/04/2027
VEN-02673,3,21,4,02/07/2023,01/10/2030
VEN-02674,5,22,6,01/07/2021,02/03/2030
VEN-02675,0,32,4,01/12/2018,31/12/2028
VEN-02676,2,24,6,01/06/2023,31/10/2030
VEN-02677,4,23,8,01/07/2021,31/12/2028
VEN-02678,2,26,5,01/07/2025,31/12/2027
VEN-02679,3,22,6,01/09/2019,31/10/2026
VEN-02680,3,34,7,02/07/2019,01/04/2029
VEN-02681,2,26,3,01/07/2020,01/05/2028
VEN-02682,1,25,5,31/10/2020,02/03/2027
VEN-02683,2,25,2,01/01/2016,02/03/2026
VEN-02684,4,22,4,01/05/2025,01/10/2026
VEN-02685,1,23,3,31/10/2018,01/04/2028
VEN-02686,2,21,8,01/10/2019,01/12/2026
VEN-02687,2,30,2,01/06/2021,31/08/2028
VEN-02688,3,25,3,31/01/2024,01/08/2025
VEN-02689,3,26,6,01/08/2016,02/04/2027
VEN-02690,1,23,5,01/08/2016,01/08/2028
VEN-02691,2,23,4,01/08/2022,01/07/2029
VEN-02692,0,28,4,31/12/2018,01/04/2030
VEN-02693,2,27,6,30/11/2024,30/01/2026
VEN-02694,1,23,5,01/12/2025,01/12/2026
VEN-02695,3,25,3,01/05/2016,31/12/2028
VEN-02696,0,24,2,01/04/2017,01/07/2025
VEN-02697,2,28,2,31/10/2025,01/06/2028
VEN-02698,2,27,3,01/05/2025,01/12/2026
VEN-02699,2,20,3,01/06/2024,01/04/2028
VEN-02700,0,25,3,31/10/2025,01/10/2029
VEN-02701,0,20,6,01/04/2022,01/04/2026
VEN-02702,2,24,3,31/12/2021,01/11/2027
VEN-02703,2,24,2,02/05/2019,01/08/2029
VEN-02704,1,24,2,01/06/2024,31/08/2029
VEN-02705,2,28,6,02/03/2017,31/12/2026
VEN-02706,1,32,5,01/10/2017,02/07/2026
VEN-02707,1,30,4,01/12/2018,01/09/2027
VEN-02708,2,27,6,01/07/2016,31/12/2028
VEN-02709,1,22,7,01/01/2024,02/05/2029
VEN-02710,2,21,4,30/01/2018,01/07/2029
VEN-02711,2,19,5,01/08/2021,31/12/2026
VEN-02712,1,32,5,01/04/2022,01/12/2029
VEN-02713,2,32,4,02/03/2019,31/10/2029
VEN-02714,2,27,7,31/12/2022,01/04/2029
VEN-02715,3,29,3,01/10/2025,01/08/2029
VEN-02716,2,17,3,02/07/2022,02/07/2030
VEN-02717,3,25,4,02/03/2018,31/12/2029
VEN-02718,3,27,6,30/01/2025,31/12/2025
VEN-02719,0,37,3,01/06/2017,31/08/2029
VEN-02720,3,35,4,30/11/2016,01/06/2028
VEN-02721,3,21,3,01/04/2021,01/10/2027
VEN-02722,2,25,6,02/07/2023,01/12/2027
VEN-02723,2,29,6,31/10/2017,01/04/2026
VEN-02724,2,26,2,01/06/2023,31/12/2030
VEN-02725,1,31,7,01/12/2023,01/08/2025
VEN-02726,3,23,5,31/10/2018,01/06/2028
VEN-02727,2,19,6,01/10/2022,01/08/2030
VEN-02728,1,24,3,01/10/2019,01/04/2029
VEN-02729,1,26,3,01/09/2023,01/10/2030
VEN-02730,2,21,3,01/05/2016,01/08/2030
VEN-02731,1,25,3,01/10/2023,01/06/2025
VEN-02732,0,32,8,01/03/2016,30/01/2026
VEN-02733,4,24,6,01/06/2018,01/12/2025
VEN-02734,3,30,6,01/10/2021,02/04/2027
VEN-02735,1,27,4,31/01/2019,01/08/2027
VEN-02736,2,27,3,30/09/2016,02/03/2027
VEN-02737,5,26,8,01/09/2019,02/03/2026
VEN-02738,2,26,6,01/06/2016,31/12/2025
VEN-02739,1,21,3,30/09/2016,01/03/2028
VEN-02740,2,27,3,01/06/2017,01/07/2028
VEN-02741,2,21,2,30/09/2016,31/12/2026
VEN-02742,2,22,4,31/08/2016,31/01/2027
VEN-02743,4,35,2,01/10/2025,01/03/2028
VEN-02744,3,26,3,31/12/2019,01/04/2026
VEN-02745,3,31,2,02/04/2019,02/03/2026
VEN-02746,2,24,9,31/10/2024,01/06/2025
VEN-02747,3,27,4,02/05/2019,02/05/2027
VEN-02748,0,28,2,01/05/2017,01/06/2025
VEN-02749,3,28,2,01/08/2018,02/05/2027
VEN-02750,3,27,6,01/12/2022,02/07/2027
VEN-02751,0,36,7,30/01/2021,01/10/2026
VEN-02752,1,18,3,31/08/2016,31/10/2028
VEN-02753,1,30,6,02/04/2023,02/03/2026
VEN-02754,2,28,5,30/09/2020,02/07/2026
VEN-02755,2,26,8,01/08/2017,01/10/2030
VEN-02756,0,23,2,30/01/2021,02/07/2030
VEN-02757,1,30,2,31/10/2024,01/12/2025
VEN-02758,2,27,3,31/08/2017,02/07/2026
VEN-02759,1,40,4,01/08/2022,01/08/2028
VEN-02760,2,25,3,30/01/2022,31/10/2026
VEN-02761,2,31,2,01/07/2017,01/04/2026
VEN-02762,2,26,12,30/11/2024,31/12/2026
VEN-02763,0,28,1,02/07/2018,31/12/2030
VEN-02764,1,26,5,30/01/2018,02/03/2026
VEN-02765,1,25,6,31/12/2016,31/10/2028
VEN-02766,1,26,3,31/01/2023,31/12/2030
VEN-02767,0,20,8,01/10/2025,31/12/2029
VEN-02768,2,24,3,01/07/2017,01/06/2029
VEN-02769,1,16,2,01/06/2024,31/12/2026
VEN-02770,2,32,3,31/10/2016,31/12/2026
VEN-02771,2,30,4,31/10/2018,30/09/2028
VEN-02772,1,42,4,31/12/2021,01/12/2030
VEN-02773,0,36,3,01/04/2022,02/05/2027
VEN-02774,1,34,2,02/04/2019,30/11/2028
VEN-02775,1,19,3,01/06/2017,01/12/2030
VEN-02776,0,30,6,01/10/2025,01/10/2029
VEN-02777,0,15,2,01/10/2025,31/10/2030
VEN-02778,7,24,2,31/12/2017,02/04/2027
VEN-02779,0,34,4,31/10/2021,02/03/2029
VEN-02780,1,25,2,02/05/2021,02/07/2026
VEN-02781,2,30,2,31/10/2025,01/07/2025
VEN-02782,3,25,3,02/05/2023,01/12/2027
VEN-02783,3,34,6,01/12/2019,31/10/2029
VEN-02784,2,25,5,02/03/2017,01/09/2027
VEN-02785,1,34,6,31/08/2024,31/10/2026
VEN-02786,1,32,7,31/10/2021,01/12/2030
VEN-02787,5,27,3,01/08/2018,01/08/2027
VEN-02788,1,27,2,01/10/2017,02/03/2026
VEN-02789,0,25,4,30/01/2021,02/05/2026
VEN-02790,0,34,4,01/10/2021,30/01/2026
VEN-02791,2,35,3,01/08/2017,01/12/2030
VEN-02792,5,23,3,01/07/2016,31/10/2028
VEN-02793,1,19,6,01/04/2018,01/06/2025
VEN-02794,3,24,10,02/04/2019,01/07/2028
VEN-02795,1,25,4,31/12/2018,01/09/2027
VEN-02796,5,29,2,02/04/2019,01/06/2028
VEN-02797,3,28,2,30/09/2020,01/04/2030
VEN-02798,1,23,2,30/09/2024,01/09/2027
VEN-02799,2,36,4,31/12/2016,31/12/2026
VEN-02800,3,28,2,02/07/2018,02/05/2027
VEN-02801,1,25,8,02/07/2022,02/05/2029
VEN-02802,0,27,3,30/09/2020,31/10/2025
VEN-02803,2,25,3,01/04/2025,31/10/2028
VEN-02804,2,27,6,01/10/2018,31/10/2029
VEN-02805,1,34,8,31/10/2021,31/12/2030
VEN-02806,1,28,7,01/04/2017,01/11/2027
VEN-02807,1,13,5,01/10/2023,31/12/2027
VEN-02808,0,24,5,01/12/2018,01/06/2030
VEN-02809,0,24,3,01/08/2022,01/12/2029
VEN-02810,4,26,3,31/12/2020,01/03/2028
VEN-02811,2,32,2,01/10/2022,02/07/2027
VEN-02812,1,27,4,01/06/2017,02/07/2030
VEN-02813,1,26,3,01/12/2023,01/09/2027
VEN-02814,2,29,7,01/08/2018,01/08/2030
VEN-02815,2,34,2,31/08/2025,01/11/2027
VEN-02816,2,20,5,02/05/2018,01/07/2028
VEN-02817,1,28,3,01/04/2021,01/05/2028
VEN-02818,2,22,2,31/10/2016,01/12/2029
VEN-02819,1,35,4,31/10/2021,01/10/2029
VEN-02820,1,36,6,01/08/2024,01/12/2025
VEN-02821,2,23,2,02/03/2019,30/01/2030
VEN-02822,3,34,7,31/12/2020,31/12/2025
VEN-02823,2,20,3,01/07/2025,31/12/2029
VEN-02824,2,16,5,30/09/2024,02/05/2029
VEN-02825,3,36,1,31/12/2020,31/08/2028
VEN-02826,0,25,3,02/07/2018,01/08/2025
VEN-02827,4,31,4,31/01/2016,02/03/2030
VEN-02828,0,30,4,31/08/2021,01/06/2029
VEN-02829,3,28,4,01/06/2016,31/08/2028
VEN-02830,3,29,4,01/10/2018,01/08/2026
VEN-02831,1,26,4,01/08/2020,01/10/2029
VEN-02832,1,25,6,30/09/2024,01/09/2026
VEN-02833,1,22,10,01/07/2017,01/11/2027
VEN-02834,2,31,4,01/10/2019,02/05/2027
VEN-02835,1,26,5,30/01/2018,01/09/2027
VEN-02836,3,27,4,31/10/2024,01/08/2030
VEN-02837,1,26,1,01/08/2016,01/10/2029
VEN-02838,0,21,5,01/06/2022,01/06/2029
VEN-02839,0,29,7,01/12/2021,01/04/2029
VEN-02840,1,22,5,01/08/2020,01/08/2029
VEN-02841,1,32,5,31/08/2025,01/07/2029
VEN-02842,2,25,3,31/01/2019,31/10/2029
VEN-02843,4,31,3,02/05/2023,01/08/2025
VEN-02844,2,31,4,30/11/2020,30/01/2030
VEN-02845,1,23,4,30/09/2020,31/01/2027
VEN-02846,0,25,6,01/09/2018,01/04/2026
VEN-02847,3,23,1,01/12/2017,01/06/2026
VEN-02848,6,25,3,01/04/2024,31/08/2030
VEN-02849,1,26,1,01/12/2017,30/01/2030
VEN-02850,3,30,4,02/07/2019,01/08/2027
VEN-02851,0,27,3,31/10/2016,02/07/2030
VEN-02852,2,29,3,30/01/2022,01/07/2028
VEN-02853,4,24,6,01/06/2020,02/03/2030
VEN-02854,1,28,8,01/06/2024,01/12/2029
VEN-02855,1,21,2,01/06/2022,01/10/2026
VEN-02856,4,33,4,01/06/2017,02/03/2030
VEN-02857,1,31,2,02/03/2018,31/10/2030
VEN-02858,0,22,5,01/03/2016,01/03/2028
VEN-02859,4,38,6,01/06/2017,02/03/2027
VEN-02860,1,27,3,01/08/2023,01/06/2028
VEN-02861,0,19,4,01/10/2022,02/03/2030
VEN-02862,1,29,4,01/06/2024,01/09/2027
VEN-02863,2,29,5,30/11/2020,01/08/2025
VEN-02864,3,26,5,02/05/2018,01/08/2025
VEN-02865,0,29,2,31/08/2017,31/08/2029
VEN-02866,1,30,3,31/01/2016,31/12/2028
VEN-02867,1,23,3,02/07/2022,01/08/2026
VEN-02868,2,30,8,01/10/2021,02/03/2029
VEN-02869,1,20,2,01/03/2020,31/01/2027
VEN-02870,0,32,5,30/01/2018,31/12/2027
VEN-02871,2,30,3,01/05/2016,02/07/2026
VEN-02872,2,23,3,01/07/2024,01/08/2025
VEN-02873,1,27,6,02/07/2022,02/07/2030
VEN-02874,3,37,3,01/09/2023,01/08/2028
VEN-02875,2,30,4,02/07/2023,31/10/2030
VEN-02876,0,27,4,01/08/2024,01/12/2025
VEN-02877,0,31,3,31/12/2019,01/08/2027
VEN-02878,0,28,3,02/05/2019,01/12/2027
VEN-02879,5,29,1,01/08/2021,01/07/2025
VEN-02880,1,22,1,31/01/2020,01/12/2029
VEN-02881,1,28,4,31/12/2018,31/12/2030
VEN-02882,2,30,3,02/05/2019,01/08/2026
VEN-02883,3,27,4,01/07/2016,02/05/2030
VEN-02884,0,26,6,01/04/2024,01/08/2030
VEN-02885,3,24,4,01/06/2016,01/09/2027
VEN-02886,1,24,5,02/03/2025,02/05/2029
VEN-02887,2,26,4,31/08/2025,01/11/2027
VEN-02888,4,35,6,01/08/2020,01/10/2026
VEN-02889,1,28,4,02/03/2021,01/12/2026
VEN-02890,0,30,3,31/08/2020,01/08/2026
VEN-02891,2,27,6,01/01/2016,31/12/2030
VEN-02892,0,31,5,01/10/2021,01/10/2025
VEN-02893,4,24,5,01/07/2017,01/11/2027
VEN-02894,3,31,5,02/03/2019,02/05/2030
VEN-02895,0,28,6,01/05/2025,01/03/2028
VEN-02896,0,33,3,01/10/2021,31/08/2025
VEN-02897,1,27,6,31/08/2024,01/06/2027
VEN-02898,0,26,3,01/06/2017,30/11/2028
VEN-02899,2,28,7,02/05/2022,31/12/2025
VEN-02900,1,24,7,02/03/2018,01/08/2029
VEN-02901,2,32,4,01/04/2025,30/01/2029
VEN-02902,3,25,6,01/08/2022,01/10/2026
VEN-02903,1,25,6,01/12/2017,31/10/2029
VEN-02904,1,27,5,31/12/2016,02/07/2027
VEN-02905,2,24,3,31/08/2025,02/07/2027
VEN-02906,4,26,2,31/12/2020,31/12/2026
VEN-02907,0,36,5,02/03/2017,02/07/2027
VEN-02908,0,25,3,02/05/2021,01/12/2029
VEN-02909,2,22,1,31/12/2022,01/06/2025
VEN-02910,1,28,3,01/10/2018,31/12/2030
VEN-02911,2,24,3,31/12/2017,31/08/2029
VEN-02912,0,28,6,01/06/2016,31/10/2030
VEN-02913,1,25,4,31/10/2016,30/01/2029
VEN-02914,4,33,8,31/08/2025,31/08/2025
VEN-02915,0,23,4,31/10/2017,31/08/2029
VEN-02916,0,27,6,01/03/2024,02/03/2029
VEN-02917,1,27,9,01/08/2017,31/12/2027
VEN-02918,5,33,3,01/12/2017,31/08/2028
VEN-02919,2,28,5,01/09/2023,02/04/2027
VEN-02920,2,27,6,01/07/2021,31/08/2030
VEN-02921,4,31,4,01/04/2018,01/06/2030
VEN-02922,3,28,5,01/05/2017,01/08/2028
VEN-02923,3,25,5,01/04/2017,01/10/2030
VEN-02924,1,30,5,01/06/2022,01/12/2027
VEN-02925,1,28,7,02/03/2025,02/07/2026
VEN-02926,1,27,8,01/03/2016,01/11/2027
VEN-02927,1,33,4,01/05/2017,01/08/2030
VEN-02928,1,24,6,01/11/2023,02/03/2030
VEN-02929,1,23,2,01/03/2020,01/06/2025
VEN-02930,3,29,5,01/07/2016,02/03/2029
VEN-02931,2,24,2,01/10/2022,01/12/2029
VEN-02932,1,29,7,30/01/2018,01/10/2025
VEN-02933,0,27,7,30/01/2021,01/07/2028
VEN-02934,0,30,3,01/04/2016,31/08/2030
VEN-02935,2,23,5,01/12/2021,01/06/2027
VEN-02936,0,27,1,01/05/2024,02/03/2029
VEN-02937,0,23,2,01/06/2016,02/07/2027
VEN-02938,1,25,9,01/06/2022,02/03/2026
VEN-02939,0,32,3,02/03/2023,01/08/2027
VEN-02940,2,25,6,01/01/2024,31/12/2027
VEN-02941,3,21,3,31/10/2021,01/10/2027
VEN-02942,3,24,3,31/08/2017,01/10/2026
VEN-02943,5,33,5,02/07/2022,01/10/2030
VEN-02944,1,24,4,02/04/2023,31/08/2028
VEN-02945,4,27,3,01/07/2021,31/12/2028
VEN-02946,0,30,1,31/08/2020,01/07/2028
VEN-02947,3,26,4,31/08/2017,02/05/2027
VEN-02948,2,27,2,01/01/2024,31/10/2030
VEN-02949,4,23,2,01/10/2022,01/09/2027
VEN-02950,1,25,2,01/12/2018,01/08/2025
VEN-02951,3,29,4,31/08/2021,01/11/2027
VEN-02952,1,18,7,02/07/2018,01/12/2027
VEN-02953,2,23,5,01/07/2021,02/07/2027
VEN-02954,2,25,5,31/10/2024,02/05/2026
VEN-02955,3,25,3,01/05/2017,31/01/2028
VEN-02956,1,35,2,31/01/2019,01/06/2025
VEN-02957,2,20,4,01/08/2024,02/05/2027
VEN-02958,5,29,6,01/05/2024,01/10/2029
VEN-02959,1,29,3,01/08/2022,01/06/2029
VEN-02960,3,22,4,01/06/2016,31/08/2029
VEN-02961,4,26,1,31/12/2022,02/03/2026
VEN-02962,3,34,3,02/03/2017,31/08/2030
VEN-02963,2,27,6,30/01/2021,02/05/2026
VEN-02964,2,29,3,01/12/2023,31/08/2028
VEN-02965,1,23,3,31/10/2024,31/10/2030
VEN-02966,0,34,6,01/08/2022,01/10/2026
VEN-02967,2,29,2,01/10/2023,31/10/2025
VEN-02968,3,26,6,31/12/2019,01/06/2027
VEN-02969,3,23,3,01/03/2016,01/05/2025
VEN-02970,4,29,6,01/12/2017,30/09/2028
VEN-02971,1,25,3,31/10/2022,01/10/2029
VEN-02972,2,30,3,01/07/2016,30/11/2028
VEN-02973,2,23,4,01/04/2016,01/10/2026
VEN-02974,1,26,8,01/10/2021,01/07/2025
VEN-02975,1,27,4,30/01/2021,31/01/2027
VEN-02976,4,29,3,30/01/2021,02/07/2030
VEN-02977,3,34,9,31/10/2021,01/06/2027
VEN-02978,0,27,3,01/06/2024,01/08/2030
VEN-02979,1,26,2,31/12/2016,31/10/2030
VEN-02980,3,34,7,02/07/2022,01/12/2029
VEN-02981,0,25,9,30/01/2025,01/09/2026
VEN-02982,2,27,4,01/01/2016,01/10/2026
VEN-02983,2,28,3,30/09/2024,30/01/2026
VEN-02984,1,25,3,01/08/2016,02/05/2027
VEN-02985,3,33,3,01/08/2024,31/01/2028
VEN-02986,2,33,7,31/10/2021,02/05/2029
VEN-02987,1,37,4,30/09/2020,31/08/2025
VEN-02988,3,24,6,01/10/2023,31/01/2027
VEN-02989,2,23,5,01/03/2020,02/05/2027
VEN-02990,0,22,7,01/04/2020,02/07/2027
VEN-02991,5,21,3,01/05/2017,31/08/2028
VEN-02992,1,20,8,01/10/2021,02/03/2029
VEN-02993,0,38,7,02/03/2017,01/10/2030
VEN-02994,1,32,5,01/06/2018,01/07/2025
VEN-02995,2,43,4,31/10/2017,01/04/2026
VEN-02996,2,24,3,01/09/2019,30/01/2026
VEN-02997,3,28,5,01/03/2024,01/12/2026
VEN-02998,5,29,6,02/05/2019,01/07/2025
VEN-02999,2,25,4,31/10/2018,02/07/2027
VEN-03000,3,19,3,01/04/2022,31/10/2026
VEN-03001,2,25,4,01/08/2019,01/05/2028
VEN-03002,1,28,3,01/10/2019,31/01/2028
VEN-03003,2,27,5,02/07/2019,30/01/2029
VEN-03004,1,26,6,31/01/2019,02/03/2030
VEN-03005,4,23,3,02/04/2019,01/12/2025
VEN-03006,1,30,5,02/07/2019,02/05/2026
VEN-03007,1,28,4,01/10/2022,01/06/2029
VEN-03008,0,27,7,31/12/2018,02/05/2027
VEN-03009,1,28,3,01/07/2024,02/07/2030
VEN-03010,0,28,3,30/01/2017,01/05/2025
VEN-03011,1,25,3,31/12/2017,01/12/2025
VEN-03012,0,31,3,02/04/2023,01/12/2027
VEN-03013,2,26,4,01/04/2025,01/03/2028
VEN-03014,3,22,6,01/06/2024,01/06/2025
VEN-03015,1,22,4,31/01/2019,31/01/2028
VEN-03016,2,27,4,01/08/2025,02/03/2027
VEN-03017,2,17,6,31/12/2024,30/11/2028
VEN-03018,3,23,2,01/12/2018,30/01/2030
VEN-03019,1,26,6,30/01/2021,31/08/2028
VEN-03020,5,29,4,01/08/2022,31/08/2030
VEN-03021,1,23,5,02/03/2023,01/07/2028
VEN-03022,3,20,6,30/11/2020,01/06/2027
VEN-03023,1,15,6,31/12/2022,01/12/2025
VEN-03024,3,25,4,01/04/2025,01/12/2026
VEN-03025,1,27,4,01/06/2021,02/05/2027
VEN-03026,0,35,5,31/08/2016,31/08/2029
VEN-03027,2,33,5,31/10/2020,31/12/2027
VEN-03028,1,25,7,31/01/2020,02/05/2029
VEN-03029,1,26,2,31/08/2022,30/01/2026
VEN-03030,4,29,4,30/09/2024,02/07/2027
VEN-03031,3,31,4,02/07/2018,31/10/2029
VEN-03032,5,22,1,01/12/2021,02/07/2030
VEN-03033,2,24,4,02/03/2025,01/06/2027
VEN-03034,2,30,4,31/10/2022,01/12/2027
VEN-03035,2,32,5,01/08/2025,31/10/2026
VEN-03036,3,21,5,01/04/2017,31/08/2030
VEN-03037,1,25,5,31/01/2016,01/12/2025
VEN-03038,1,22,2,02/03/2017,02/05/2030
VEN-03039,1,31,2,31/10/2017,02/03/2029
VEN-03040,0,26,5,30/01/2018,01/10/2030
VEN-03041,3,29,3,01/04/2021,02/03/2026
VEN-03042,0,28,5,30/01/2022,01/12/2025
VEN-03043,0,26,4,02/03/2025,02/05/2026
VEN-03044,3,27,5,01/07/2016,31/10/2026
