vendor_reference,business_service_dependency_pct,viable_alternative_provider_count,single_region_delivery_pct,declared_subcontractor_count,relationship_manager_change_count_24m
VEN-02474,50.84838645338076,3,51.30743189331722,3,0
VEN-02475,52.60064874501271,3,19.16119676594617,3,1
VEN-02476,16.357887913782903,3,22.55469344745543,4,2
VEN-02477,3.94294170128404,1,42.836439199502735,4,0
VEN-02478,30.11977935407388,4,13.626816846667856,2,2
VEN-02479,58.97738715417088,1,42.24031734682674,4,0
VEN-02480,16.010117247227107,1,54.32966166446175,5,0
VEN-02481,54.88273285463086,3,69.63815458263979,4,1
VEN-02482,47.58986284834329,2,23.932148787891727,3,0
VEN-02483,25.432673773504423,1,38.54132541598258,5,0
VEN-02484,19.287389973267896,3,36.8748611283536,2,0
VEN-02485,23.73849736286685,4,25.57808010328289,2,1
VEN-02486,21.568962966598896,4,40.32287314208119,1,2
VEN-02487,29.806418482342217,4,28.47044186653786,3,1
VEN-02488,58.75047800371708,0,28.461768647747583,5,1
VEN-02489,35.80620386813245,0,76.61954140656806,3,0
VEN-02490,14.376599324649863,2,46.17325451970329,3,1
VEN-02491,52.13152352146271,4,28.27910588700388,1,1
VEN-02492,27.269894441517035,0,18.99052612121797,3,0
VEN-02493,54.60186877977904,1,41.28453472435991,4,0
VEN-02494,90.95163033000752,1,49.1388353934219,4,0
VEN-02495,19.9198149371325,1,40.5406655201397,5,0
VEN-02496,40.896465338169165,1,29.46697897364456,4,0
VEN-02497,22.78906833217312,1,28.941153180160256,1,1
VEN-02498,19.61180921324856,4,54.19604427703334,3,0
VEN-02499,10.602258399298952,3,22.528705658594856,2,1
VEN-02500,27.231939552856318,0,39.14409853368223,1,2
VEN-02501,25.58383055502577,2,53.38035255446931,1,1
VEN-02502,23.798192521360097,5,18.77689511793833,5,1
VEN-02503,14.699485920766278,4,70.3934427995323,6,0
VEN-02504,66.48344518948903,1,22.41883132667978,7,2
VEN-02505,44.215984338182665,0,19.56689969262214,1,0
VEN-02506,13.831429865123832,2,62.793424990675874,1,2
VEN-02507,22.183206388144523,3,25.94226098304992,2,0
VEN-02508,39.21352697181652,3,73.87367155851825,2,0
VEN-02509,58.50260684483442,4,29.94764513627196,2,1
VEN-02510,28.201506846640456,1,27.196623510991717,3,1
VEN-02511,37.6560444167529,1,10.199501780029877,3,0
VEN-02512,13.264654452569864,2,57.60939085878631,1,2
VEN-02513,11.510216239936543,0,57.13845763544764,3,1
VEN-02514,26.965709542455023,0,27.86469569277305,3,0
VEN-02515,63.55026584181726,7,83.32600539929288,2,1
VEN-02516,47.27787221804912,2,17.44597109370057,5,2
VEN-02517,19.46626876587856,1,36.236298013688334,5,0
VEN-02518,22.951993742515747,6,78.23503582610381,3,0
VEN-02519,33.773702128542155,1,22.633490497163,3,1
VEN-02520,64.03172441270935,0,78.35054918051625,2,1
VEN-02521,56.31720506429848,3,69.0468935134414,7,1
VEN-02522,15.425885320345788,2,39.21521527958055,3,1
VEN-02523,31.180626708803555,4,38.02318895686989,4,3
VEN-02524,27.22682434077767,2,19.79345072315969,4,1
VEN-02525,51.43355501375919,2,70.38687742235983,2,0
VEN-02526,44.051515955427625,5,52.49008588610013,3,2
VEN-02527,30.763004308941404,2,59.87728792963441,2,2
VEN-02528,47.92673962165806,0,64.10630307617147,2,1
VEN-02529,49.28237670449701,2,19.37674726122757,2,1
VEN-02530,82.77200484813793,5,11.9562276155493,3,1
VEN-02531,56.71784446488589,1,36.75028337492337,4,2
VEN-02532,88.95199299794318,4,57.077131825903,1,0
VEN-02533,74.49279436425887,2,48.33677144854238,2,1
VEN-02534,50.69008565064768,2,42.0696868200533,3,0
VEN-02535,73.77559574607973,0,62.88442236973627,5,0
VEN-02536,65.98528996690119,7,62.405716674449415,2,0
VEN-02537,20.13845154503781,2,28.209109335760814,5,0
VEN-02538,13.1377111131192,2,55.75930052178492,0,1
VEN-02539,72.93532119995251,1,38.21652005925225,2,1
VEN-02540,57.463265246819375,2,25.83180838162981,0,0
VEN-02541,35.352285538053586,4,31.74703451560005,3,2
VEN-02542,75.7603463517775,1,74.64792069414933,2,2
VEN-02543,51.98486282047966,1,41.68343387616024,3,2
VEN-02544,43.1025572749212,1,65.29445154443466,5,1
VEN-02545,6.9087953312084505,4,35.671230252436104,4,1
VEN-02546,30.022415662838675,3,53.33470206306832,2,0
VEN-02547,47.29988370954131,3,69.97895953290931,4,0
VEN-02548,10.485472675502002,1,37.441466469310896,2,1
VEN-02549,9.7949907868614,2,34.19422073723058,3,1
VEN-02550,35.24906529474674,1,11.489768223437194,2,0
VEN-02551,58.2396378460479,3,62.68685938379159,2,0
VEN-02552,15.012352539684318,5,20.2744388860865,1,3
VEN-02553,28.17682012537215,2,71.6191676272004,1,1
VEN-02554,26.703090549875096,0,45.37630324230439,2,0
VEN-02555,35.57502802348868,0,37.58679503618151,4,2
VEN-02556,49.22162003607531,5,47.27085145663562,2,0
VEN-02557,18.857987210270743,1,43.1934990805316,3,3
VEN-02558,56.731871555072,1,61.1336291869077,4,0
VEN-02559,61.58696840807545,2,61.78924021824328,2,1
VEN-02560,40.325589829852085,1,56.765001791499216,5,0
VEN-02561,43.85243219115191,3,13.918504121365183,2,1
VEN-02562,51.11065936881259,1,42.602820081618525,1,2
VEN-02563,2.303005312617725,3,43.51859718662652,6,1
VEN-02564,38.41247652901597,2,39.61834917552866,3,1
VEN-02565,57.172012009062655,3,57.19161184394036,3,3
VEN-02566,58.73568280339815,3,36.64568017254157,5,1
VEN-02567,49.33080112610392,2,56.28283026364012,3,1
VEN-02568,46.57277695873484,0,26.297083568987777,5,0
VEN-02569,11.615412336517725,1,18.2418189362702,3,0
VEN-02570,51.03400657846612,2,32.82411143246069,5,0
VEN-02571,61.98772428184762,3,41.66467341150681,6,1
VEN-02572,15.514266866097415,0,17.795241882008035,1,0
VEN-02573,21.24859603832591,0,29.19899327967097,2,1
VEN-02574,17.737624134430536,0,29.87368219938721,2,1
VEN-02575,64.62917799592528,0,55.91614305822098,4,0
VEN-02576,37.43436169073066,1,49.92169727510781,4,0
VEN-02577,13.739430184142336,2,31.525160712814937,1,1
VEN-02578,5.735467770926205,2,41.2247208804136,5,0
VEN-02579,27.46364612907253,1,15.67033059407517,1,0
VEN-02580,20.216003968916706,2,56.17439373784596,2,1
VEN-02581,28.982203194202107,2,25.333909053223667,3,1
VEN-02582,38.64561024715425,2,46.469330403743776,4,1
VEN-02583,11.817656017232943,4,44.15444429644006,5,0
VEN-02584,93.06171602713886,0,39.80952216941891,3,2
VEN-02585,37.50354549989947,2,45.6081911685027,6,2
VEN-02586,60.16478264972675,2,62.22303431125865,3,2
VEN-02587,73.63039619173605,1,48.798267337314165,4,1
VEN-02588,12.197159002470457,2,32.55919882136204,2,0
VEN-02589,46.8055129680647,0,32.31351852793208,3,0
VEN-02590,58.84450661894435,2,25.210328377719957,3,1
VEN-02591,1.0,2,43.5670283236176,1,0
VEN-02592,23.01127448126592,3,50.35677218184112,1,1
VEN-02593,15.59431482496541,5,54.15037969805544,1,1
VEN-02594,51.269327703956726,5,62.09449724971374,3,0
VEN-02595,39.94664993770306,3,44.55802168190067,1,0
VEN-02596,47.68141677303739,2,30.650641246239363,5,3
VEN-02597,1.324493048183106,3,17.029780248500114,0,1
VEN-02598,57.91593381018394,0,26.224800919203595,5,1
VEN-02599,51.32613615474282,2,73.45606935292804,2,0
VEN-02600,48.64736173874206,2,29.130400415892097,1,1
VEN-02601,30.01642129344147,1,55.17252379450062,5,1
VEN-02602,28.067811649987256,3,71.71594393057826,2,1
VEN-02603,54.3962915246088,1,71.21294425779595,1,1
VEN-02604,25.358674155437168,0,63.9735114313041,2,1
VEN-02605,46.09758001387452,2,46.44162739447989,5,2
VEN-02606,17.789856587649602,4,35.57231299546938,5,2
VEN-02607,72.80060209199934,2,19.036040152310928,6,0
VEN-02608,37.77090005168328,1,55.081468775750565,3,1
VEN-02609,56.71672351538989,4,61.76978985092687,1,0
VEN-02610,26.78098650827332,2,20.00353085974602,6,0
VEN-02611,74.82916007618165,0,57.1803717189957,0,0
VEN-02612,65.82841085574242,2,58.19273739962328,3,1
VEN-02613,19.08225033625155,0,54.41780209662268,1,0
VEN-02614,55.88228440652082,2,22.58700174597938,7,1
VEN-02615,62.91781060973271,1,82.31249649332155,1,1
VEN-02616,17.139200050246668,1,18.147524353111574,6,1
VEN-02617,30.834271667516923,2,57.10402399084057,3,2
VEN-02618,45.58617034281665,1,57.40658735749464,0,2
VEN-02619,74.71246427635495,2,53.16804746791885,6,3
VEN-02620,67.35913076993698,2,21.348589062303773,0,1
VEN-02621,27.177281036410637,0,87.61677245600163,1,0
VEN-02622,64.77492077079759,2,50.47992793502992,3,0
VEN-02623,52.29432050705888,0,44.839812738871295,1,2
VEN-02624,12.387734305750044,3,72.79682038182652,4,1
VEN-02625,44.83430919731247,2,37.46828611148685,3,0
VEN-02626,54.08076714370411,0,44.3702644487262,5,1
VEN-02627,61.21138956413776,1,70.9857695805627,0,1
VEN-02628,52.15613425988938,5,40.98837480762515,4,2
VEN-02629,17.146243425972862,2,24.61357641520429,2,1
VEN-02630,56.08735591059704,0,56.36243076145651,3,1
VEN-02631,11.78322139187739,1,42.96795079141001,0,1
VEN-02632,17.301285644645368,1,55.180000683326426,7,0
VEN-02633,26.6361517256652,1,18.998825120964824,5,1
VEN-02634,59.27212191839521,2,29.40109783792485,4,1
VEN-02635,52.60263750221546,1,63.03843830842247,2,0
VEN-02636,30.4129218243985,4,39.96877431037438,2,0
VEN-02637,77.66147765389047,1,38.89802888505956,2,0
VEN-02638,55.99460777916432,4,40.42031019318388,4,1
VEN-02639,48.67775205791728,2,25.34914998540688,3,1
VEN-02640,42.97393223560423,0,49.107892232645504,3,1
VEN-02641,15.168084949767485,1,24.0615094261591,8,0
VEN-02642,40.573073246695216,2,30.920588095136885,2,1
VEN-02643,50.46712233677079,2,39.297781153842266,3,1
VEN-02644,51.50150793200993,4,64.848770650701,2,0
VEN-02645,45.387644758200246,0,55.6916310795416,2,1
VEN-02646,84.01133139645461,1,64.67106204095103,5,1
VEN-02647,67.65341684952271,2,75.10282804761103,0,1
VEN-02648,40.1607244765657,5,43.352289183171074,0,2
VEN-02649,23.610535257805363,4,83.49655893073925,6,1
VEN-02650,15.174311871988689,3,79.83919071458403,2,0
VEN-02651,30.08424753423622,1,53.00388368989002,1,2
VEN-02652,23.766441566788156,1,90.34721628675936,6,1
VEN-02653,82.07549333743464,2,42.7384019295732,3,1
VEN-02654,21.562457083655268,4,37.57065550829994,7,0
VEN-02655,37.41709179541301,1,60.88142729646153,5,0
VEN-02656,27.613818890511997,1,56.34924416422453,3,1
VEN-02657,51.89120938417593,1,62.72936603442967,2,0
VEN-02658,77.84645203213647,2,30.575541351108743,1,2
VEN-02659,21.761002180747337,2,46.616945034759325,3,0
VEN-02660,62.12175864488457,1,70.45585691215092,6,0
VEN-02661,6.454634887195774,5,45.44238709559973,3,0
VEN-02662,41.82108680028244,0,66.2004064678411,1,0
VEN-02663,8.327356675720168,1,71.96526510493597,0,0
VEN-02664,39.09320300701328,1,40.60375458016659,2,0
VEN-02665,9.381972615804052,5,46.07184929818928,6,0
VEN-02666,21.50711402290484,2,43.07989120751272,2,1
VEN-02667,20.80607762334624,3,44.76878609674946,1,1
VEN-02668,48.28133929880913,2,67.95683960714621,4,0
VEN-02669,34.745453180744065,3,59.13151509627871,3,2
VEN-02670,55.235455320808335,1,19.404528844237767,5,0
VEN-02671,56.58589450748299,3,38.21113133544957,4,0
VEN-02672,9.984917679383615,1,43.49655836604908,3,1
VEN-02673,60.16688557364471,1,48.31136380617917,4,1
VEN-02674,28.11023985718853,1,69.0329489088716,2,0
VEN-02675,5.027069274734884,2,86.52633032330417,4,0
VEN-02676,42.93439402867026,3,25.5210281177635,3,0
VEN-02677,20.241201629661496,2,49.27727235423522,8,1
VEN-02678,22.808658622314265,2,31.03917540112231,3,1
VEN-02679,84.73961689248983,2,17.793064652553685,1,0
VEN-02680,29.928539502068872,1,38.04444854110812,2,1
VEN-02681,12.40370602111222,3,79.60376905052328,3,0
VEN-02682,15.758361451540068,4,3.674843212758546,3,0
VEN-02683,41.65950065835785,2,44.15803525832661,5,2
VEN-02684,54.36868221715604,2,34.832589767650305,3,0
VEN-02685,55.93583680977895,2,6.425015580876796,6,0
VEN-02686,81.63521721926816,3,50.78562560550844,4,0
VEN-02687,41.51339422088221,2,69.04887398763569,2,0
VEN-02688,26.62570880438305,1,49.51233312458546,0,0
VEN-02689,77.53971969140576,2,57.82583358952188,1,0
VEN-02690,38.86128374757903,2,45.62385702196213,3,2
VEN-02691,76.46605103350666,3,44.97005902275317,8,2
VEN-02692,22.2444720388558,2,34.15019356447421,0,0
VEN-02693,62.77549524400959,2,66.0340026729522,7,0
VEN-02694,16.427842784078507,4,29.486994752933647,3,1
VEN-02695,77.05588618984032,1,36.80531087286336,1,1
VEN-02696,21.940074127748705,2,40.85641635125709,1,0
VEN-02697,34.89538012451151,1,11.78596799786854,1,0
VEN-02698,52.089535952522034,2,40.52579990706408,4,0
VEN-02699,36.24665645135483,1,38.99574234933138,4,1
VEN-02700,22.460833902343317,2,32.510707442906664,1,1
VEN-02701,21.148228854242383,3,65.43985023873483,2,0
VEN-02702,88.61317692530677,0,50.26436607603442,5,0
VEN-02703,70.07215092871994,1,5.332909316111247,3,0
VEN-02704,33.04224885179772,4,56.96370639045709,2,1
VEN-02705,15.16100902451123,3,34.39764971717662,7,0
VEN-02706,70.74014715144338,3,70.30121114742643,3,2
VEN-02707,15.027040223940238,0,31.50688147581364,3,2
VEN-02708,61.73003424107441,0,49.75235872729409,4,1
VEN-02709,78.43496144897043,3,27.584227125720407,4,1
VEN-02710,60.748299847233966,3,49.09082344769231,2,0
VEN-02711,41.39941589507472,4,38.11882868604135,2,0
VEN-02712,40.53251080452567,1,79.2761327381049,5,0
VEN-02713,54.11088262478575,2,27.716296215139824,2,2
VEN-02714,48.19436387399422,3,60.50148253696348,0,1
VEN-02715,57.58565764947057,1,79.51105756642262,5,1
VEN-02716,45.21590458385333,1,48.94219289489696,1,0
VEN-02717,74.82055701792034,1,12.678910616386345,3,0
VEN-02718,21.946323245989696,5,27.31212919295801,0,1
VEN-02719,31.847868203433087,3,52.576769879236174,4,0
VEN-02720,12.842801460549714,1,44.44269029700572,3,0
VEN-02721,20.52572155123738,4,28.624062842136368,5,0
VEN-02722,38.925229787620665,2,53.36522103768944,5,0
VEN-02723,36.00205582457254,2,45.091789099412615,4,1
VEN-02724,46.06160373621387,1,12.584481570820111,4,1
VEN-02725,7.69599101435204,3,53.067216601231074,1,0
VEN-02726,55.6580467382366,6,87.0836340153054,0,1
VEN-02727,60.43353770207857,2,36.30904058098264,0,1
VEN-02728,26.75212940107101,1,29.884338569326136,3,0
VEN-02729,42.88318127215089,4,83.45817512968992,2,0
VEN-02730,74.11952825034362,1,56.24648541633874,2,0
VEN-02731,54.00492910247792,1,65.10611251096647,5,1
VEN-02732,15.852952709325669,3,18.536372865390017,9,0
VEN-02733,55.64059690583474,1,15.600586465878893,2,2
VEN-02734,28.87107852061889,1,19.349168519939838,2,1
VEN-02735,29.78126690591704,1,14.872430982915091,0,1
VEN-02736,15.988253834835318,2,68.54758780428847,1,1
VEN-02737,86.13997048918364,3,74.8994510177983,4,1
VEN-02738,45.95637951442804,0,54.81365533624637,3,4
VEN-02739,10.451879552784195,1,64.0233486048995,4,1
VEN-02740,78.23896105868442,5,52.5615864160652,3,0
VEN-02741,30.015798007344078,3,61.57481219938601,2,1
VEN-02742,55.86508179522356,0,18.607493605795625,5,0
VEN-02743,32.64318577421651,2,38.180695322146434,5,0
VEN-02744,10.501612616262554,2,69.84904291269181,0,0
VEN-02745,39.99944639528544,4,39.78325635776248,6,0
VEN-02746,27.20704602273464,2,24.080884195161797,4,0
VEN-02747,80.26731694999172,2,15.018981240828555,1,1
VEN-02748,12.732281199742456,2,47.54846716160031,5,2
VEN-02749,48.737564260253805,1,20.08720833061883,3,2
VEN-02750,35.82914912161801,0,16.499439636433134,2,0
VEN-02751,66.13221922667282,1,34.1230686222533,2,1
VEN-02752,44.30626433536729,2,90.52038215746892,5,0
VEN-02753,48.93954278752442,0,15.099479675053995,2,0
VEN-02754,30.45768176405067,1,34.094397862105424,3,1
VEN-02755,58.00519000574392,1,20.179874750994266,1,0
VEN-02756,17.92419159013984,2,32.25165836747862,5,2
VEN-02757,31.42039748400005,1,69.56770033796379,2,0
VEN-02758,28.93585761851292,3,46.800485428751365,3,2
VEN-02759,64.89151196110292,1,34.527000344759855,2,1
VEN-02760,56.16389289637048,3,54.28964908324807,2,2
VEN-02761,17.701695656477238,2,36.70405331003466,2,0
VEN-02762,13.724797854757028,3,46.44167180204805,2,1
VEN-02763,57.04776965637611,2,46.72191106994822,2,0
VEN-02764,47.51355713693715,3,79.9963566437422,3,0
VEN-02765,46.46260041893491,4,26.097595434572536,1,2
VEN-02766,42.96177683577609,2,84.75931748740604,3,1
VEN-02767,23.57944473442937,0,34.50373033007651,1,1
VEN-02768,11.840286472435524,5,47.83215022231592,7,1
VEN-02769,53.99246240078666,4,24.69430492598152,4,0
VEN-02770,69.63417780671082,4,49.173440121016334,2,2
VEN-02771,60.88894731021496,5,29.571332703075768,4,2
VEN-02772,75.31766649349498,0,61.5554088686153,5,2
VEN-02773,84.23965320021227,4,70.51876066647624,5,0
VEN-02774,59.886308399850186,3,30.8440682097817,2,1
VEN-02775,21.481883658061573,2,38.975484037513496,1,2
VEN-02776,38.59350478536148,1,54.559213132861416,6,2
VEN-02777,24.1246919446602,3,54.57997897660769,0,0
VEN-02778,16.97327429127252,1,33.84225048234621,3,0
VEN-02779,80.9723025572701,3,51.68357170428218,7,0
VEN-02780,24.74015248802622,2,30.50663786873931,7,0
VEN-02781,79.66981433028464,2,35.37777916898126,4,3
VEN-02782,15.012762115863229,2,52.22511027716427,2,0
VEN-02783,64.16223941229306,3,18.82074597842144,0,0
VEN-02784,62.01087027874044,3,26.24008948731499,3,1
VEN-02785,25.20455812052136,2,40.09062177001336,3,2
VEN-02786,43.59310324622045,2,46.57071787481985,3,0
VEN-02787,43.260398127144754,4,38.37779056424919,2,1
VEN-02788,13.627010999418957,4,73.46176010673342,4,1
VEN-02789,30.113969526590147,1,25.18035783997528,2,0
VEN-02790,37.66340131764277,2,37.602162301064176,3,0
VEN-02791,49.14864989546626,2,9.653445317961284,2,0
VEN-02792,54.879947716236025,3,54.23400426071636,1,2
VEN-02793,34.505570694071594,2,44.20190012937226,2,0
VEN-02794,67.73138338886191,4,50.85229562225295,3,1
VEN-02795,46.50777294485165,4,41.9795702874018,2,1
VEN-02796,27.79560801277434,1,20.646532107059777,4,1
VEN-02797,12.984589147232564,4,89.35745132739643,4,0
VEN-02798,10.798553691781269,3,82.48114918741257,6,1
VEN-02799,40.55271563271365,1,23.52449614055092,1,1
VEN-02800,48.27454237672891,4,30.73503564790086,6,0
VEN-02801,15.65267987695282,0,75.26607178384414,4,0
VEN-02802,28.19737231366036,1,75.23187948727389,1,1
VEN-02803,54.15779894338699,2,21.773927866921717,0,0
VEN-02804,46.64905610175881,2,52.61118153084475,4,0
VEN-02805,43.76097120570343,1,63.119784464056096,4,1
VEN-02806,35.57607804381171,2,55.854941895586265,4,0
VEN-02807,10.580312049019463,1,34.18564272736458,2,1
VEN-02808,33.635492333224015,3,39.58872250668167,3,0
VEN-02809,58.52645762419214,0,38.458183027365216,0,0
VEN-02810,35.03760543980674,2,47.46025404962623,7,4
VEN-02811,28.920673383036167,2,54.807660878836536,3,0
VEN-02812,42.84164587773848,3,54.43176402033314,3,2
VEN-02813,23.068769550492743,1,60.83088593925452,1,0
VEN-02814,53.76096865227583,2,43.85006974959189,3,2
VEN-02815,38.86122593431453,3,42.21902273311435,1,0
VEN-02816,60.262479900920106,0,78.3762707650546,3,2
VEN-02817,18.19823575275398,4,55.10004990495146,2,0
VEN-02818,6.058817018643588,6,60.8630953174913,3,1
VEN-02819,53.48749001964755,3,14.282408133096409,3,2
VEN-02820,60.30874912041415,1,72.43128593871417,3,2
VEN-02821,30.32076066039625,0,59.436660082735415,5,0
VEN-02822,17.13978119549368,3,57.54248241270983,5,1
VEN-02823,5.918242596898516,2,45.24863224583284,1,0
VEN-02824,41.15349291091416,2,47.43556631560016,4,2
VEN-02825,27.493809020531383,1,69.23017570300792,5,0
VEN-02826,29.79707537774937,4,67.4609525019313,3,0
VEN-02827,47.82976462651147,0,16.30652124738515,3,0
VEN-02828,54.664037709135705,2,54.202408306812856,3,2
VEN-02829,33.62735627882641,4,70.79506167449817,1,1
VEN-02830,2.601153341982406,4,27.849847239203378,4,1
VEN-02831,22.408429847254983,1,20.184348384211614,6,1
VEN-02832,35.727257709945086,2,44.9060146474535,0,0
VEN-02833,65.61002732706514,3,15.919365318792114,3,0
VEN-02834,58.19806005811395,0,38.58938294906133,3,0
VEN-02835,46.70535854906389,0,23.09503520850669,3,0
VEN-02836,40.69606683979632,1,15.221767354463031,4,2
VEN-02837,40.06067772685062,2,5.99450668827945,4,3
VEN-02838,34.54470786672363,3,24.905742368607896,4,0
VEN-02839,52.45902392605617,2,33.16290928568391,2,0
VEN-02840,2.231046067620694,2,14.435219218444509,2,0
VEN-02841,22.331209295799628,3,34.01165685617589,4,1
VEN-02842,38.00362383576365,2,39.89414923810151,5,0
VEN-02843,29.89270941295426,1,16.480471684558744,2,0
VEN-02844,10.623976156641913,5,50.71196422800645,1,0
VEN-02845,25.366225927699794,3,40.13524645437088,5,0
VEN-02846,33.68779264322127,0,73.06019978874825,6,1
VEN-02847,43.22419974656139,0,54.048943262800165,3,0
VEN-02848,86.00605108196253,0,76.28131471793367,7,0
VEN-02849,26.06052951275317,2,55.88050061136488,4,2
VEN-02850,32.585978759869015,2,53.49397439555906,0,0
VEN-02851,60.52726551742823,2,39.83252554391689,4,0
VEN-02852,37.63126250617953,3,80.76813617512913,3,2
VEN-02853,36.196996899348775,1,28.253282689967747,2,0
VEN-02854,49.71640747582372,2,75.73800329151553,0,1
VEN-02855,45.43289536172335,2,55.04427210917904,5,0
VEN-02856,36.56856438560515,2,44.06798825881479,2,0
VEN-02857,30.09859979415911,3,42.21142542579621,3,1
VEN-02858,58.90172854308923,2,63.17313475615364,2,1
VEN-02859,53.12917829794749,1,57.841736053088425,2,1
VEN-02860,62.64734108618995,2,77.03463517648018,6,0
VEN-02861,82.53760148525096,3,19.99179771391704,1,0
VEN-02862,19.006188517655417,4,54.316782710961206,7,1
VEN-02863,4.386649860602751,2,57.46871983403427,4,0
VEN-02864,24.794567862005348,3,11.126872808894452,2,0
VEN-02865,32.5720505733534,2,61.10855195055882,3,2
VEN-02866,41.42026027388132,2,35.53373159478848,5,2
VEN-02867,68.14132435690568,4,8.97254592510755,2,0
VEN-02868,59.33383229678576,3,49.50848445961136,7,1
VEN-02869,56.91776856696069,3,28.90777829479736,4,0
VEN-02870,39.74517503122987,3,43.702707199648415,3,1
VEN-02871,30.0648277503132,0,49.87990758923084,1,2
VEN-02872,19.86043708306616,3,8.28893964456083,4,1
VEN-02873,57.79147684700522,1,19.33808673329525,4,2
VEN-02874,15.658370497922396,1,32.25931225396244,0,0
VEN-02875,27.880643148695324,1,42.62310633921296,3,0
VEN-02876,57.63595433993132,3,25.48971688656273,1,0
VEN-02877,35.05564462010623,2,52.01464168347143,3,2
VEN-02878,43.74511318741878,0,25.62012531341909,3,1
VEN-02879,2.5222333504707395,0,55.10496999114858,3,0
VEN-02880,48.92841855768605,3,26.04463671129765,1,1
VEN-02881,10.885178059527131,3,71.31924118341098,1,0
VEN-02882,43.79240519138685,3,39.05818949181276,5,1
VEN-02883,58.903985298560414,2,32.58317435451979,4,0
VEN-02884,85.53022376614334,0,25.892784080233174,3,0
VEN-02885,20.10478005818114,2,33.78384997675246,1,1
VEN-02886,66.03682287861088,1,48.31556909009078,1,0
VEN-02887,21.769369859004623,1,35.018183031836735,3,1
VEN-02888,50.15634352786071,7,62.316595006969735,4,0
VEN-02889,38.37124362618719,1,41.09912942436005,1,0
VEN-02890,10.288868934022664,4,21.348946527580253,1,2
VEN-02891,44.16252138142171,1,70.78244870625912,4,0
VEN-02892,33.472916219000375,1,49.97966869661929,2,1
VEN-02893,51.879227136793205,0,65.74877012428185,2,0
VEN-02894,63.0441736232835,5,37.23048174712862,4,0
VEN-02895,40.23169515383286,2,50.27365835574072,5,0
VEN-02896,31.66541766691508,1,55.60134568099835,4,1
VEN-02897,13.010157785462248,3,44.40807499685109,2,0
VEN-02898,21.812603131178847,3,68.81180655663624,6,1
VEN-02899,32.19465099735717,4,54.062808896043656,4,1
VEN-02900,67.18482429606206,2,30.577194710345356,2,3
VEN-02901,40.65223511418933,2,77.32833673877903,3,1
VEN-02902,29.322138327985808,2,25.37695841488986,4,0
VEN-02903,54.275857502354064,3,28.59067719369462,7,0
VEN-02904,19.41264186685133,4,52.08317942515846,1,0
VEN-02905,42.76499176916436,2,44.65100101941125,3,0
VEN-02906,10.00812845059662,3,69.43163217098056,4,4
VEN-02907,15.000525839015074,1,46.032052985461966,3,0
VEN-02908,36.01993067937725,1,49.28039568120987,4,2
VEN-02909,6.088172942384529,1,33.73154545873676,5,2
VEN-02910,23.044345079605293,1,62.39362994534618,2,0
VEN-02911,32.258263261139355,2,41.99760318422164,4,0
VEN-02912,27.128881098078946,1,18.86608742974124,1,0
VEN-02913,37.821111787708105,1,44.28793988155601,3,1
VEN-02914,64.38343790983883,1,46.45673265871776,2,0
VEN-02915,56.440151600698265,0,22.348056234876097,2,2
VEN-02916,17.566515152051558,1,11.847449176039984,3,1
VEN-02917,65.25235112984518,3,67.19874380166715,5,1
VEN-02918,75.51688778512539,1,25.761319109343237,5,1
VEN-02919,59.12717675378714,3,33.78044169643509,4,0
VEN-02920,42.85765616151833,1,19.4942454796734,3,0
VEN-02921,35.04705105917793,2,43.7289736851053,1,0
VEN-02922,26.575597024287838,1,38.396604394608005,3,2
VEN-02923,43.5291968931893,3,53.566107116481774,4,0
VEN-02924,37.22079999774465,1,66.04412902696988,3,1
VEN-02925,1.7479796699359629,1,21.56435494283327,5,0
VEN-02926,30.13818023162641,2,57.95290324708257,3,1
VEN-02927,39.96437784582152,2,5.820734623498495,5,0
VEN-02928,67.06602292302831,2,52.55699025059316,4,1
VEN-02929,84.03001250167156,2,24.14202960661823,5,1
VEN-02930,35.725343654428755,2,33.60564344195983,6,2
VEN-02931,46.25807201924866,1,28.80144487140608,4,1
VEN-02932,53.12331420228349,3,35.0130576700232,4,0
VEN-02933,85.48148475825133,1,14.451023563128112,5,0
VEN-02934,21.649662079984346,3,11.211673179525294,5,1
VEN-02935,12.616920317020424,2,62.47923549274637,3,0
VEN-02936,32.027716090584654,2,10.801142467955788,4,0
VEN-02937,46.20411817049669,5,58.966480079424535,3,1
VEN-02938,32.38600737697838,3,20.956379784641065,4,2
VEN-02939,22.470971385274176,2,27.30263546248602,5,1
VEN-02940,41.91122047989327,2,66.46666801067379,2,0
VEN-02941,46.71950015423182,3,64.8694807056866,4,0
VEN-02942,16.300297312476474,3,12.359961844283156,0,0
VEN-02943,50.84912962516909,3,33.65010778858672,7,0
VEN-02944,79.41522476845168,2,56.11224869969833,2,1
VEN-02945,46.83041539503307,3,53.82459616440543,2,0
VEN-02946,40.65502617408615,1,36.24262785258061,2,2
VEN-02947,24.37658705640904,4,37.750157347356286,3,1
VEN-02948,49.3580213227131,0,71.74382116331911,3,0
VEN-02949,19.484727503448298,4,72.50027932858191,4,0
VEN-02950,36.52364201092274,4,36.99473115310977,1,1
VEN-02951,56.77252255689572,2,42.35141799165137,1,2
VEN-02952,38.90322401214441,0,56.82100225187076,0,0
VEN-02953,13.339156041966715,4,13.229955565239196,3,1
