vendor_key,overdue_review_12m,control_deficiency_12m,concentration_event_12m,financial_distress_12m,contract_non_compliance_12m
VEN-01638,0,0,0,0,1
VEN-01639,0,0,0,0,0
VEN-01640,0,0,0,0,0
VEN-01641,0,0,0,0,0
VEN-01642,1,0,1,0,0
VEN-01643,0,0,0,0,0
VEN-01644,0,0,0,0,0
VEN-01645,0,0,0,0,0
VEN-01646,0,0,0,0,0
VEN-01647,0,1,0,0,0
VEN-01648,0,1,0,0,0
VEN-01649,0,0,0,1,0
VEN-01650,0,0,0,0,0
VEN-01651,0,0,0,0,0
VEN-01652,0,0,0,0,0
VEN-01653,0,0,0,0,1
VEN-01654,0,0,0,0,0
VEN-01655,0,0,0,0,0
VEN-01656,1,0,0,0,0
VEN-01657,0,0,0,0,0
VEN-01658,0,0,0,0,0
VEN-01659,1,0,0,0,0
VEN-01660,0,0,0,0,1
VEN-01661,0,0,0,0,1
VEN-01662,1,0,0,0,0
VEN-01663,0,0,0,0,0
VEN-01664,0,0,0,0,0
VEN-01665,1,0,0,0,0
VEN-01666,0,0,0,0,0
VEN-01667,0,0,0,0,0
VEN-01668,0,0,0,0,0
VEN-01669,0,0,0,0,0
VEN-01670,0,0,0,0,0
VEN-01671,1,0,0,0,0
VEN-01672,0,0,0,0,0
VEN-01673,1,0,0,0,0
VEN-01674,1,0,1,0,0
VEN-01675,0,0,0,0,1
VEN-01676,0,0,0,0,0
VEN-01677,0,0,0,0,0
VEN-01678,0,0,0,0,0
VEN-01679,1,0,0,0,1
VEN-01680,0,0,0,1,0
VEN-01681,1,0,0,0,0
VEN-01682,0,0,1,0,0
VEN-01683,1,0,0,0,0
VEN-01684,0,0,0,0,0
VEN-01685,0,0,0,0,0
VEN-01686,0,0,0,0,0
VEN-01687,0,0,0,0,0
VEN-01688,0,0,0,0,0
VEN-01689,0,0,0,0,0
VEN-01690,0,0,0,0,0
VEN-01691,0,0,0,0,0
VEN-01692,0,0,0,0,0
VEN-01693,0,1,0,0,0
VEN-01694,1,0,0,0,0
VEN-01695,0,0,0,0,0
VEN-01696,0,0,0,1,0
VEN-01697,1,0,0,0,0
VEN-01698,1,0,0,0,0
VEN-01699,0,0,0,0,0
VEN-01700,0,1,0,0,0
VEN-01701,0,1,0,0,1
VEN-01702,0,0,0,0,0
VEN-01703,0,0,0,0,0
VEN-01704,0,0,0,0,0
VEN-01705,0,0,1,0,0
VEN-01706,0,0,1,1,0
VEN-01707,0,0,0,0,0
VEN-01708,0,0,0,0,0
VEN-01709,0,0,0,0,0
VEN-01710,0,0,0,1,0
VEN-01711,0,0,0,0,0
VEN-01712,0,0,0,0,0
VEN-01713,0,0,1,0,0
VEN-01714,0,0,0,0,0
VEN-01715,0,0,0,0,0
VEN-01716,1,1,0,0,0
VEN-01717,0,0,0,0,0
VEN-01718,0,0,0,0,0
VEN-01719,1,0,0,0,1
VEN-01720,0,1,0,1,0
VEN-01721,0,0,0,0,0
VEN-01722,0,0,0,0,0
VEN-01723,0,0,0,0,0
VEN-01724,0,0,0,0,0
VEN-01725,0,0,0,0,0
VEN-01726,0,0,0,0,0
VEN-01727,0,0,1,1,0
VEN-01728,0,0,0,0,0
VEN-01729,0,0,0,0,0
VEN-01730,0,0,0,0,0
VEN-01731,0,1,0,0,0
VEN-01732,1,0,0,1,0
VEN-01733,0,0,1,0,0
VEN-01734,0,1,0,0,0
VEN-01735,0,0,0,0,0
VEN-01736,0,0,0,0,0
VEN-01737,0,0,0,1,0
VEN-01738,0,1,1,0,0
VEN-01739,0,0,0,0,0
VEN-01740,0,0,0,0,0
VEN-01741,0,0,1,0,0
VEN-01742,0,0,0,0,0
VEN-01743,0,0,0,0,0
VEN-01744,1,0,0,0,0
VEN-01745,1,0,0,0,0
VEN-01746,0,0,0,1,0
VEN-01747,0,0,0,0,0
VEN-01748,0,1,0,1,0
VEN-01749,0,0,0,0,0
VEN-01750,0,0,0,0,0
VEN-01751,0,0,0,0,0
VEN-01752,0,0,0,0,0
VEN-01753,0,0,0,0,0
VEN-01754,0,0,0,0,0
VEN-01755,0,1,0,0,1
VEN-01756,0,0,0,1,0
VEN-01757,0,0,0,0,0
VEN-01758,0,1,1,0,0
VEN-01759,0,0,1,0,0
VEN-01760,0,0,0,0,0
VEN-01761,0,0,0,0,0
VEN-01762,0,0,0,0,0
VEN-01763,0,0,0,0,1
VEN-01764,0,0,0,0,0
VEN-01765,0,0,0,0,0
VEN-01766,0,0,0,0,0
VEN-01767,0,0,0,1,0
VEN-01768,0,0,0,0,1
VEN-01769,1,0,0,0,0
VEN-01770,0,0,0,0,0
VEN-01771,0,0,0,0,0
VEN-01772,0,0,0,0,0
VEN-01773,0,0,0,0,0
VEN-01774,1,1,0,1,0
VEN-01775,0,1,1,0,0
VEN-01776,0,0,0,0,0
VEN-01777,0,1,0,0,0
VEN-01778,0,0,0,0,0
VEN-01779,1,0,1,1,0
VEN-01780,0,0,0,0,0
VEN-01781,1,0,0,0,0
VEN-01782,0,0,0,0,0
VEN-01783,0,0,0,0,0
VEN-01784,0,0,0,0,1
VEN-01785,0,0,0,0,1
VEN-01786,0,0,0,0,0
VEN-01787,0,0,1,0,0
VEN-01788,0,0,0,0,1
VEN-01789,0,0,0,0,0
VEN-01790,0,0,0,1,0
VEN-01791,0,0,0,0,0
VEN-01792,0,0,1,0,0
VEN-01793,0,0,0,0,0
VEN-01794,1,0,0,0,0
VEN-01795,0,0,0,0,0
VEN-01796,0,0,1,1,0
VEN-01797,0,0,0,0,0
VEN-01798,0,0,0,0,1
VEN-01799,0,0,0,0,0
VEN-01800,0,0,0,0,0
VEN-01801,0,0,0,0,1
VEN-01802,0,0,0,0,0
VEN-01803,0,0,0,0,0
VEN-01804,0,0,0,0,0
VEN-01805,0,0,0,0,0
VEN-01806,0,0,0,1,0
VEN-01807,0,1,0,0,0
VEN-01808,0,0,0,0,0
VEN-01809,0,0,0,0,0
VEN-01810,0,0,0,0,0
VEN-01811,0,1,0,1,0
VEN-01812,0,0,1,0,1
VEN-01813,0,0,0,0,0
VEN-01814,0,0,0,0,0
VEN-01815,0,0,0,0,0
VEN-01816,1,1,0,1,0
VEN-01817,0,0,0,0,0
VEN-01818,0,0,0,0,0
VEN-01819,0,0,0,0,0
VEN-01820,0,0,0,0,0
VEN-01821,0,1,0,0,0
VEN-01822,0,0,0,0,0
VEN-01823,0,1,0,0,0
VEN-01824,0,0,0,0,0
VEN-01825,0,0,0,0,0
VEN-01826,0,0,0,0,0
VEN-01827,0,0,0,0,0
VEN-01828,0,0,0,0,0
VEN-01829,0,1,0,1,0
VEN-01830,0,0,0,0,0
VEN-01831,0,0,0,0,0
VEN-01832,0,0,0,0,0
VEN-01833,0,0,0,0,0
VEN-01834,0,0,0,0,0
VEN-01835,0,0,0,0,0
VEN-01836,0,0,0,0,0
VEN-01837,0,1,0,0,0
VEN-01838,0,0,0,0,0
VEN-01839,0,0,0,1,0
VEN-01840,0,0,0,0,0
VEN-01841,0,0,0,0,0
VEN-01842,0,1,0,0,0
VEN-01843,0,0,0,0,1
VEN-01844,0,1,0,0,0
VEN-01845,0,0,0,0,0
VEN-01846,0,0,0,0,0
VEN-01847,1,0,0,0,0
VEN-01848,0,0,0,1,0
VEN-01849,0,0,1,0,1
VEN-01850,1,1,0,0,0
VEN-01851,0,1,0,0,0
VEN-01852,1,0,0,1,0
VEN-01853,0,0,0,0,0
VEN-01854,0,1,0,1,0
VEN-01855,0,1,0,0,0
VEN-01856,1,0,0,0,0
VEN-01857,1,0,0,0,0
VEN-01858,0,0,0,1,0
VEN-01859,0,0,0,0,0
VEN-01860,0,0,0,0,0
VEN-01861,0,0,0,0,0
VEN-01862,0,0,1,0,0
VEN-01863,0,0,0,0,1
VEN-01864,1,0,0,0,0
VEN-01865,0,0,0,0,0
VEN-01866,0,0,0,0,0
VEN-01867,1,0,0,0,0
VEN-01868,0,0,0,0,0
VEN-01869,0,0,1,0,0
VEN-01870,1,0,1,0,0
VEN-01871,0,0,0,0,0
VEN-01872,0,0,0,0,0
VEN-01873,1,0,1,0,0
VEN-01874,0,0,0,1,0
VEN-01875,0,0,0,0,0
VEN-01876,0,0,0,0,0
VEN-01877,0,1,0,1,0
VEN-01878,0,0,0,0,0
VEN-01879,0,0,0,0,0
VEN-01880,0,0,0,1,0
VEN-01881,0,0,0,0,0
VEN-01882,0,0,0,0,0
VEN-01883,0,0,1,0,0
VEN-01884,0,0,0,1,0
VEN-01885,0,0,0,0,0
VEN-01886,0,0,0,0,1
VEN-01887,0,0,0,0,1
VEN-01888,0,0,0,1,0
VEN-01889,0,0,0,0,0
VEN-01890,0,1,0,0,0
VEN-01891,0,0,0,0,0
VEN-01892,0,0,0,0,0
VEN-01893,0,0,0,0,0
VEN-01894,0,0,0,0,0
VEN-01895,1,0,0,0,0
VEN-01896,0,0,0,0,0
VEN-01897,0,0,0,0,0
VEN-01898,0,0,0,0,0
VEN-01899,0,0,0,0,0
VEN-01900,0,0,0,0,0
VEN-01901,1,0,0,0,0
VEN-01902,1,0,0,1,0
VEN-01903,1,0,0,0,0
VEN-01904,0,0,0,0,0
VEN-01905,0,0,0,0,0
VEN-01906,0,1,0,0,0
VEN-01907,0,0,1,0,0
VEN-01908,0,0,0,0,0
VEN-01909,0,1,0,0,0
VEN-01910,0,1,0,0,0
VEN-01911,0,1,0,0,1
VEN-01912,0,0,0,0,0
VEN-01913,0,0,0,0,0
VEN-01914,1,1,0,0,0
VEN-01915,0,0,0,0,0
VEN-01916,1,0,0,0,1
VEN-01917,0,0,0,0,0
VEN-01918,1,0,0,0,0
VEN-01919,0,0,0,0,0
VEN-01920,0,0,1,1,0
VEN-01921,0,0,0,0,0
VEN-01922,0,0,0,0,0
VEN-01923,0,0,0,0,0
VEN-01924,0,0,0,0,0
VEN-01925,0,0,1,1,0
VEN-01926,0,0,0,0,0
VEN-01927,1,0,0,0,0
VEN-01928,0,0,0,0,0
VEN-01929,1,0,0,0,0
VEN-01930,0,0,0,0,0
VEN-01931,0,0,0,0,0
VEN-01932,0,0,0,0,0
VEN-01933,0,0,0,1,0
VEN-01934,0,0,0,0,0
VEN-01935,0,1,0,1,0
VEN-01936,0,0,0,0,0
VEN-01937,0,0,0,0,0
VEN-01938,1,0,0,0,0
VEN-01939,0,0,0,0,0
VEN-01940,0,0,0,0,0
VEN-01941,0,1,0,0,0
VEN-01942,0,0,0,0,0
VEN-01943,0,0,0,0,0
VEN-01944,0,0,0,0,0
VEN-01945,0,0,0,0,0
VEN-01946,0,0,0,0,0
VEN-01947,0,0,0,0,0
VEN-01948,0,0,0,0,1
VEN-01949,0,0,0,0,1
VEN-01950,0,0,0,0,0
VEN-01951,0,0,1,0,0
VEN-01952,0,0,0,0,0
VEN-01953,0,0,1,0,0
VEN-01954,0,0,1,0,0
VEN-01955,0,0,0,0,0
VEN-01956,0,0,0,0,0
VEN-01957,0,0,0,0,0
VEN-01958,0,0,0,0,0
VEN-01959,0,0,0,0,0
VEN-01960,0,0,0,1,0
VEN-01961,1,0,0,0,0
VEN-01962,0,0,0,0,1
VEN-01963,0,0,0,0,0
VEN-01964,0,0,0,0,0
VEN-01965,0,1,0,0,0
VEN-01966,0,0,0,0,0
VEN-01967,0,0,1,0,0
VEN-01968,0,1,0,0,0
VEN-01969,0,0,0,0,0
VEN-01970,0,0,0,0,0
VEN-01971,0,0,0,0,1
VEN-01972,0,0,0,0,0
VEN-01973,0,0,0,0,0
VEN-01974,1,0,0,0,0
VEN-01975,0,0,0,0,0
VEN-01976,0,0,0,0,0
VEN-01977,0,1,0,0,0
VEN-01978,0,0,0,0,0
VEN-01979,0,0,0,0,0
VEN-01980,0,0,0,0,0
VEN-01981,0,0,0,0,0
VEN-01982,0,0,0,0,0
VEN-01983,0,0,0,0,0
VEN-01984,0,0,0,0,0
VEN-01985,0,0,0,0,0
VEN-01986,0,0,0,1,0
VEN-01987,0,0,0,0,0
VEN-01988,0,0,0,0,0
VEN-01989,0,1,0,0,0
VEN-01990,0,1,0,0,0
VEN-01991,1,0,0,0,0
VEN-01992,0,0,0,0,0
VEN-01993,0,0,0,0,0
VEN-01994,0,0,0,1,0
VEN-01995,0,0,0,0,0
VEN-01996,0,0,0,0,0
VEN-01997,0,1,0,0,0
VEN-01998,1,0,0,0,0
VEN-01999,1,0,0,0,0
VEN-02000,0,0,1,0,0
VEN-02001,0,0,0,1,0
VEN-02002,1,0,0,0,0
VEN-02003,0,0,0,0,0
VEN-02004,1,0,0,0,0
VEN-02005,0,0,0,0,0
VEN-02006,0,0,0,0,1
VEN-02007,0,0,0,0,0
VEN-02008,0,0,0,0,0
VEN-02009,1,0,0,0,0
VEN-02010,0,0,0,0,0
VEN-02011,0,0,0,1,0
VEN-02012,0,0,0,0,0
VEN-02013,1,0,0,0,0
VEN-02014,1,0,0,0,0
VEN-02015,0,0,0,1,1
VEN-02016,0,0,1,1,0
VEN-02017,1,0,0,0,0
VEN-02018,0,0,0,1,0
VEN-02019,0,0,0,0,0
VEN-02020,0,0,0,0,0
VEN-02021,0,1,0,0,0
VEN-02022,0,0,0,0,0
VEN-02023,0,0,1,0,0
VEN-02024,0,0,0,0,0
VEN-02025,0,0,0,0,0
VEN-02026,0,0,0,0,1
VEN-02027,0,0,0,1,0
VEN-02028,0,0,0,1,0
VEN-02029,0,0,0,0,0
VEN-02030,0,0,1,0,0
VEN-02031,0,0,0,0,0
VEN-02032,0,0,0,0,0
VEN-02033,0,0,0,0,1
VEN-02034,0,0,0,0,1
VEN-02035,0,0,0,0,1
VEN-02036,0,0,0,0,0
VEN-02037,0,0,0,1,0
VEN-02038,0,0,0,0,0
VEN-02039,0,0,0,0,0
VEN-02040,0,1,0,0,1
VEN-02041,0,0,0,0,1
VEN-02042,0,0,1,0,0
VEN-02043,0,0,0,0,0
VEN-02044,1,0,0,0,0
VEN-02045,0,1,0,0,1
VEN-02046,0,1,0,0,0
VEN-02047,0,0,0,0,0
VEN-02048,0,0,0,1,0
VEN-02049,1,0,0,0,0
VEN-02050,1,0,0,0,0
VEN-02051,1,0,0,1,0
VEN-02052,0,0,0,0,0
VEN-02053,0,1,0,0,0
VEN-02054,0,0,0,0,1
VEN-02055,0,0,0,0,0
VEN-02056,0,0,0,0,0
VEN-02057,0,0,0,0,1
VEN-02058,0,0,0,0,0
VEN-02059,0,1,0,0,0
VEN-02060,0,0,0,0,0
VEN-02061,0,0,0,0,0
VEN-02062,0,0,0,0,0
VEN-02063,0,0,0,0,1
VEN-02064,0,0,0,0,0
VEN-02065,1,0,0,0,0
VEN-02066,0,0,0,0,0
VEN-02067,1,0,0,0,0
VEN-02068,1,0,0,0,0
VEN-02069,0,0,0,0,0
VEN-02070,0,0,1,0,0
VEN-02071,0,0,1,0,0
VEN-02072,0,0,0,1,0
VEN-02073,0,0,0,0,0
VEN-02074,0,0,0,0,0
VEN-02075,1,0,0,0,0
VEN-02076,0,0,0,0,0
VEN-02077,0,0,1,0,0
VEN-02078,0,0,1,0,0
VEN-02079,0,0,0,0,0
VEN-02080,0,1,0,0,0
VEN-02081,0,1,0,0,0
VEN-02082,0,0,1,1,0
VEN-02083,0,1,0,0,0
VEN-02084,0,0,0,0,0
VEN-02085,0,0,0,0,1
VEN-02086,0,0,0,0,0
VEN-02087,1,0,0,0,0
VEN-02088,0,0,0,0,0
VEN-02089,0,0,1,0,0
VEN-02090,0,0,1,0,0
VEN-02091,0,0,0,0,0
VEN-02092,1,0,0,0,0
VEN-02093,0,0,1,1,0
VEN-02094,0,0,0,0,0
VEN-02095,1,1,0,0,0
VEN-02096,0,0,1,0,0
VEN-02097,1,1,0,0,0
VEN-02098,0,0,0,0,0
VEN-02099,0,0,1,0,0
VEN-02100,1,0,0,0,0
VEN-02101,0,0,0,0,0
VEN-02102,0,1,0,0,0
VEN-02103,0,0,0,0,0
VEN-02104,0,0,0,0,0
VEN-02105,0,0,0,0,1
VEN-02106,0,0,0,0,0
VEN-02107,0,0,0,0,0
VEN-02108,0,0,0,0,0
VEN-02109,0,1,0,0,0
VEN-02110,0,0,0,0,0
VEN-02111,0,0,0,1,0
VEN-02112,0,0,0,0,0
VEN-02113,1,0,0,0,0
VEN-02114,0,0,0,0,0
VEN-02115,0,0,0,1,0
VEN-02116,0,0,0,0,0
VEN-02117,0,0,0,0,1
VEN-02118,0,1,0,0,0
VEN-02119,0,0,1,0,0
VEN-02120,0,0,0,0,0
VEN-02121,1,1,0,0,1
VEN-02122,0,0,1,0,0
VEN-02123,0,0,0,0,1
VEN-02124,1,0,0,1,1
VEN-02125,0,0,0,0,0
VEN-02126,0,0,0,0,1
VEN-02127,0,0,0,0,0
VEN-02128,0,0,0,0,0
VEN-02129,0,0,0,0,0
VEN-02130,0,0,0,0,0
VEN-02131,0,0,0,0,0
VEN-02132,0,0,0,0,0
VEN-02133,1,1,0,0,0
VEN-02134,0,0,0,0,0
VEN-02135,0,0,0,0,0
VEN-02136,1,0,0,0,1
VEN-02137,0,0,1,0,0
VEN-02138,0,0,0,0,0
VEN-02139,0,0,0,0,0
VEN-02140,0,0,0,0,0
VEN-02141,0,0,0,1,0
VEN-02142,0,1,0,0,0
VEN-02143,0,0,0,0,0
VEN-02144,0,0,0,0,1
VEN-02145,0,0,0,0,0
VEN-02146,0,0,0,0,0
VEN-02147,1,0,0,0,1
VEN-02148,0,0,0,0,0
VEN-02149,1,0,0,0,0
VEN-02150,0,0,0,0,0
VEN-02151,1,0,0,0,0
VEN-02152,0,0,0,0,0
VEN-02153,0,0,0,0,0
VEN-02154,0,0,0,0,0
VEN-02155,0,0,0,0,1
VEN-02156,0,0,0,0,0
VEN-02157,0,0,0,0,0
VEN-02158,0,0,0,0,0
VEN-02159,0,0,0,0,1
VEN-02160,0,1,0,0,0
VEN-02161,0,0,1,0,1
VEN-02162,0,0,0,0,1
VEN-02163,1,1,0,0,0
VEN-02164,0,0,0,0,0
VEN-02165,0,0,0,0,0
VEN-02166,1,0,0,0,0
VEN-02167,0,0,0,0,0
VEN-02168,0,1,0,0,0
VEN-02169,0,0,0,0,0
VEN-02170,0,0,0,0,0
VEN-02171,0,0,0,0,0
VEN-02172,1,0,0,1,0
VEN-02173,1,0,1,0,0
VEN-02174,0,0,1,0,0
VEN-02175,0,0,0,0,0
VEN-02176,0,0,0,0,0
VEN-02177,0,0,0,0,0
VEN-02178,0,0,0,0,0
VEN-02179,0,0,0,0,1
VEN-02180,0,0,0,0,0
VEN-02181,1,0,0,0,1
VEN-02182,0,0,0,0,0
VEN-02183,0,0,0,0,0
VEN-02184,1,0,0,0,0
VEN-02185,0,1,0,0,0
VEN-02186,0,0,0,0,0
VEN-02187,0,0,0,1,0
VEN-02188,0,0,0,0,0
VEN-02189,0,0,0,0,0
VEN-02190,1,0,0,0,1
VEN-02191,0,0,0,0,0
VEN-02192,0,0,0,0,0
VEN-02193,0,1,0,0,0
VEN-02194,1,0,0,0,0
VEN-02195,0,0,0,0,0
VEN-02196,0,0,0,1,0
VEN-02197,0,0,0,0,0
VEN-02198,0,0,0,0,0
VEN-02199,0,0,0,0,0
VEN-02200,0,0,1,0,0
VEN-02201,0,0,0,0,0
VEN-02202,0,0,0,0,0
VEN-02203,0,0,0,0,0
VEN-02204,1,0,1,0,0
VEN-02205,0,0,0,0,0
VEN-02206,0,0,0,0,0
VEN-02207,0,0,0,0,0
VEN-02208,0,0,0,0,0
VEN-02209,0,0,0,0,0
VEN-02210,0,0,1,0,0
VEN-02211,0,0,0,1,0
VEN-02212,0,0,0,0,0
VEN-02213,1,0,0,0,0
VEN-02214,0,0,0,0,0
VEN-02215,0,0,0,0,0
VEN-02216,1,0,0,1,0
VEN-02217,0,0,0,0,0
VEN-02218,0,0,0,0,0
VEN-02219,0,0,0,1,0
VEN-02220,0,1,0,0,0
VEN-02221,0,0,0,0,0
VEN-02222,0,0,0,0,0
VEN-02223,0,0,0,0,0
VEN-02224,0,0,0,0,0
VEN-02225,0,0,0,0,0
VEN-02226,0,0,0,1,0
VEN-02227,0,0,0,0,1
VEN-02228,0,0,0,1,0
VEN-02229,0,0,0,0,0
VEN-02230,0,0,0,0,1
VEN-02231,0,0,0,0,0
VEN-02232,0,1,0,0,0
VEN-02233,0,0,1,1,0
VEN-02234,0,0,1,0,0
VEN-02235,0,0,0,1,0
VEN-02236,0,0,0,0,0
VEN-02237,1,0,0,0,0
VEN-02238,0,0,0,0,0
VEN-02239,0,0,0,0,1
VEN-02240,0,0,0,0,0
VEN-02241,0,0,0,0,1
VEN-02242,1,0,0,0,0
VEN-02243,0,0,0,0,0
VEN-02244,1,1,1,1,0
VEN-02245,0,0,0,0,0
VEN-02246,0,0,0,0,0
VEN-02247,0,0,0,1,0
VEN-02248,1,0,0,0,0
VEN-02249,0,0,1,0,0
VEN-02250,0,0,1,0,0
VEN-02251,0,0,0,0,0
VEN-02252,0,0,0,1,0
VEN-02253,0,0,0,0,0
VEN-02254,0,0,0,0,0
VEN-02255,1,0,0,0,0
VEN-02256,0,0,0,0,0
VEN-02257,0,0,0,1,0
VEN-02258,0,0,0,1,0
VEN-02259,1,0,1,0,0
VEN-02260,0,1,1,1,0
VEN-02261,0,1,0,0,0
VEN-02262,0,0,0,0,0
VEN-02263,1,0,0,1,0
VEN-02264,0,0,0,0,0
VEN-02265,0,1,0,0,0
VEN-02266,0,0,0,0,1
VEN-02267,0,0,0,1,0
VEN-02268,0,0,0,0,0
VEN-02269,1,1,0,0,0
VEN-02270,0,0,0,0,0
VEN-02271,0,0,0,0,0
VEN-02272,0,1,0,1,0
VEN-02273,0,0,0,1,0
VEN-02274,0,1,0,1,0
VEN-02275,0,0,0,0,0
VEN-02276,0,0,0,0,0
VEN-02277,0,0,0,0,0
VEN-02278,0,0,0,0,0
VEN-02279,0,0,0,0,0
VEN-02280,0,0,0,0,0
VEN-02281,0,0,1,1,0
VEN-02282,1,0,0,0,0
VEN-02283,0,0,0,0,0
VEN-02284,0,0,0,0,0
VEN-02285,0,0,0,0,0
VEN-02286,0,0,0,0,0
VEN-02287,0,1,0,0,0
VEN-02288,0,0,0,0,0
VEN-02289,0,0,0,0,0
VEN-02290,0,0,0,0,0
VEN-02291,0,0,0,0,0
VEN-02292,1,0,1,0,0
VEN-02293,0,0,0,0,0
VEN-02294,1,0,0,0,0
VEN-02295,0,0,0,0,1
VEN-02296,1,1,1,0,0
VEN-02297,0,0,0,0,0
VEN-02298,1,0,0,1,0
VEN-02299,1,0,0,0,0
VEN-02300,0,0,0,0,0
VEN-02301,0,0,0,1,0
VEN-02302,0,0,0,0,0
VEN-02303,0,0,0,0,0
VEN-02304,0,0,0,0,0
VEN-02305,0,0,0,0,0
VEN-02306,0,1,0,0,0
VEN-02307,1,0,0,0,0
VEN-02308,0,0,0,0,0
VEN-02309,0,0,0,0,0
VEN-02310,0,0,0,0,0
VEN-02311,0,0,0,0,0
VEN-02312,0,0,0,0,0
VEN-02313,0,0,0,0,0
VEN-02314,0,0,0,0,0
VEN-02315,0,0,0,0,0
VEN-02316,0,0,0,0,0
VEN-02317,0,1,0,0,1
VEN-02318,1,0,0,1,0
VEN-02319,0,0,0,0,0
VEN-02320,0,0,0,0,1
VEN-02321,1,0,0,0,0
VEN-02322,1,0,0,0,0
VEN-02323,1,0,1,0,0
VEN-02324,1,1,0,0,0
VEN-02325,0,0,0,0,1
VEN-02326,0,0,0,1,0
VEN-02327,0,0,0,0,0
VEN-02328,0,0,0,0,0
VEN-02329,0,0,1,0,0
VEN-02330,1,0,0,1,0
VEN-02331,0,0,0,0,0
VEN-02332,0,0,0,0,0
VEN-02333,0,0,0,0,0
VEN-02334,1,0,0,0,0
VEN-02335,0,0,0,1,0
VEN-02336,0,0,0,0,0
VEN-02337,0,1,0,0,0
VEN-02338,0,0,0,0,0
VEN-02339,0,0,0,0,1
VEN-02340,0,0,0,0,0
VEN-02341,0,0,0,0,0
VEN-02342,0,0,0,0,0
VEN-02343,0,0,0,0,0
VEN-02344,0,0,0,0,0
VEN-02345,0,0,0,0,0
VEN-02346,0,0,0,0,0
VEN-02347,0,0,0,1,0
VEN-02348,0,0,0,0,0
VEN-02349,0,0,0,0,0
VEN-02350,0,0,1,0,0
VEN-02351,0,0,0,0,0
VEN-02352,0,1,0,0,0
VEN-02353,0,0,0,0,0
VEN-02354,0,0,0,0,0
VEN-02355,0,0,0,0,0
VEN-02356,0,0,1,0,0
VEN-02357,0,0,0,0,0
VEN-02358,0,0,0,0,0
VEN-02359,0,0,0,0,0
VEN-02360,0,0,0,0,0
VEN-02361,0,0,0,0,0
VEN-02362,0,0,0,0,1
VEN-02363,0,0,0,0,0
VEN-02364,1,0,0,0,0
VEN-02365,0,1,0,0,0
VEN-02366,0,1,0,0,1
VEN-02367,0,0,0,0,0
VEN-02368,0,0,0,0,0
VEN-02369,1,0,1,0,0
VEN-02370,0,0,0,0,0
VEN-02371,0,0,0,0,0
VEN-02372,0,0,0,0,1
VEN-02373,0,0,0,1,0
VEN-02374,0,0,0,0,0
VEN-02375,0,0,0,0,0
VEN-02376,0,0,0,0,0
VEN-02377,0,0,0,0,0
VEN-02378,0,0,0,0,1
VEN-02379,0,0,0,0,0
VEN-02380,0,0,0,0,1
VEN-02381,1,0,1,1,0
VEN-02382,0,0,0,0,0
VEN-02383,0,0,0,0,0
VEN-02384,0,1,0,0,0
VEN-02385,0,0,0,0,0
VEN-02386,0,0,0,0,1
VEN-02387,0,0,0,0,0
VEN-02388,0,0,0,0,0
VEN-02389,1,0,0,0,0
VEN-02390,0,0,0,0,0
VEN-02391,0,0,0,0,0
VEN-02392,0,0,0,0,0
VEN-02393,0,0,0,1,0
VEN-02394,1,0,0,1,1
VEN-02395,1,0,0,1,0
VEN-02396,1,0,0,0,0
VEN-02397,0,0,0,1,0
VEN-02398,0,0,0,0,0
VEN-02399,0,1,1,0,0
VEN-02400,0,0,0,0,1
VEN-02401,1,1,0,0,0
VEN-02402,0,0,0,0,1
VEN-02403,0,0,0,0,0
VEN-02404,0,0,0,0,0
VEN-02405,0,0,0,0,0
VEN-02406,0,0,0,0,0
VEN-02407,1,0,0,0,0
VEN-02408,0,1,0,0,0
VEN-02409,0,0,0,0,0
VEN-02410,0,1,0,0,1
VEN-02411,1,0,0,0,0
VEN-02412,0,0,0,0,0
VEN-02413,0,0,0,0,0
VEN-02414,0,0,0,0,1
VEN-02415,0,0,0,0,0
VEN-02416,0,0,0,1,0
VEN-02417,0,0,0,0,0
VEN-02418,0,0,0,1,0
VEN-02419,0,0,0,0,0
VEN-02420,0,0,0,0,0
VEN-02421,0,1,0,0,0
VEN-02422,1,0,0,1,0
VEN-02423,0,1,0,0,0
VEN-02424,0,0,0,0,0
VEN-02425,0,1,0,0,0
VEN-02426,1,0,0,0,0
VEN-02427,0,0,0,0,0
VEN-02428,0,0,1,1,0
VEN-02429,0,0,0,0,0
VEN-02430,0,0,0,0,0
VEN-02431,0,0,0,0,0
VEN-02432,0,0,0,0,0
VEN-02433,0,0,0,0,0
VEN-02434,0,0,1,0,0
VEN-02435,0,0,0,0,0
VEN-02436,0,0,0,0,0
VEN-02437,0,0,0,0,0
VEN-02438,0,0,0,0,0
VEN-02439,0,0,0,0,0
VEN-02440,0,0,0,1,0
VEN-02441,0,0,0,0,1
VEN-02442,0,0,1,0,0
VEN-02443,0,0,0,0,0
VEN-02444,0,0,0,0,0
VEN-02445,0,0,0,0,0
VEN-02446,0,1,0,0,0
VEN-02447,0,0,0,0,0
VEN-02448,1,0,0,0,0
VEN-02449,0,1,1,0,0
VEN-02450,0,0,0,0,0
VEN-02451,0,0,0,1,0
VEN-02452,0,0,0,0,0
VEN-02453,0,1,0,0,1
VEN-02454,0,0,0,0,0
VEN-02455,0,1,0,0,0
VEN-02456,0,1,0,1,0
VEN-02457,0,1,0,0,0
